"cue","target","normed","proportion"
"ulcer","worry","YES",0.034
"ulcer","hurt","YES",0.02
"ulcer","anxiety","YES",0.013
"ulcer","attack","YES",0.013
"ulcer","blood","YES",0.013
"ulcer","cancer","YES",0.013
"ulcer","heartburn","NO",0.013
"ulcer","milk","YES",0.013
"ulcer","mouth","YES",0.013
"ulcer","sick","YES",0.013
"umbrella","rain","YES",0.701
"umbrella","cover","YES",0.069
"umbrella","dry","YES",0.042
"umbrella","protection","YES",0.028
"umbrella","shelter","YES",0.021
"umbrella","wet","YES",0.021
"umbrella","black","YES",0.014
"umbrella","shade","YES",0.014
"umpire","baseball","YES",0.51
"umpire","out","YES",0.046
"umpire","referee","YES",0.046
"umpire","game","YES",0.039
"umpire","empire","YES",0.026
"umpire","sports","YES",0.026
"umpire","strike","YES",0.026
"umpire","strikes back","NO",0.026
"umpire","argument","YES",0.013
"umpire","decision","YES",0.013
"umpire","loud","YES",0.013
"umpire","softball","YES",0.013
"umpire","star wars","NO",0.013
"unaware","aware","YES",0.24
"unaware","oblivious","NO",0.08
"unaware","unknown","YES",0.06
"unaware","clueless","NO",0.047
"unaware","don't know","NO",0.04
"unaware","dumb","YES",0.04
"unaware","naive","YES",0.04
"unaware","blind","YES",0.027
"unaware","ignorant","YES",0.027
"unaware","lost","YES",0.027
"unaware","of","NO",0.027
"unaware","unconscious","YES",0.027
"unaware","unnoticed","NO",0.027
"unaware","know","YES",0.02
"unaware","stupid","YES",0.02
"unaware","blank","YES",0.013
"unaware","danger","YES",0.013
"unaware","not noticeable","NO",0.013
"uncle","aunt","YES",0.706
"uncle","relative","YES",0.091
"uncle","man","YES",0.07
"uncle","father","YES",0.021
"uncle","cousin","YES",0.014
"uncle","old","YES",0.014
"unclear","clear","YES",0.109
"unclear","fog","YES",0.109
"unclear","confused","NO",0.082
"unclear","blurry","NO",0.048
"unclear","vague","YES",0.048
"unclear","ambiguous","NO",0.034
"unclear","fuzzy","YES",0.034
"unclear","hazy","NO",0.034
"unclear","uncertain","NO",0.034
"unclear","cloudy","YES",0.027
"unclear","unsure","YES",0.027
"unclear","abstract","YES",0.02
"unclear","what","YES",0.02
"unclear","huh","NO",0.014
"unclear","incomprehensible","NO",0.014
"unclear","nuclear","YES",0.014
"unclear","understand","YES",0.014
"uncomfortable","pain","YES",0.121
"uncomfortable","chair","YES",0.087
"uncomfortable","uneasy","YES",0.067
"uncomfortable","comfortable","YES",0.06
"uncomfortable","nervous","YES",0.027
"uncomfortable","cold","YES",0.02
"uncomfortable","hot","YES",0.02
"uncomfortable","itchy","NO",0.02
"uncomfortable","move","YES",0.02
"uncomfortable","relaxed","YES",0.02
"uncomfortable","seat","YES",0.02
"uncomfortable","situation","YES",0.02
"uncomfortable","tight","YES",0.02
"uncomfortable","bed","YES",0.013
"uncomfortable","floor","YES",0.013
"uncomfortable","hard","YES",0.013
"uncomfortable","hurt","YES",0.013
"uncomfortable","position","YES",0.013
"uncomfortable","tense","YES",0.013
"uncommon","common","YES",0.213
"uncommon","rare","YES",0.127
"uncommon","unusual","YES",0.073
"uncommon","weird","YES",0.073
"uncommon","unique","YES",0.053
"uncommon","different","YES",0.047
"uncommon","strange","YES",0.047
"uncommon","valor","YES",0.047
"uncommon","unknown","YES",0.027
"uncommon","odd","YES",0.02
"uncommon","peace","YES",0.013
"uncommon","trait","YES",0.013
"unconscious","asleep","YES",0.15
"unconscious","coma","YES",0.109
"unconscious","dead","YES",0.109
"unconscious","out","YES",0.082
"unconscious","sleep","YES",0.082
"unconscious","conscious","YES",0.075
"unconscious","pass out","YES",0.054
"unconscious","awake","YES",0.027
"unconscious","drunk","YES",0.02
"unconscious","unknowing","NO",0.02
"unconscious","accident","YES",0.014
"unconscious","dream","YES",0.014
"unconscious","faint","YES",0.014
"unconscious","feeling","YES",0.014
"unconscious","mind","YES",0.014
"unconscious","sick","YES",0.014
"uncooked","raw","YES",0.717
"uncooked","cooked","YES",0.059
"uncooked","meat","YES",0.046
"uncooked","food","YES",0.02
"uncooked","frozen","YES",0.013
"uncooked","ham","YES",0.013
"uncooked","nasty","YES",0.013
"uncooked","pasta","YES",0.013
"uncooked","vegetable","YES",0.013
"undecided","decided","NO",0.15
"undecided","major","YES",0.136
"undecided","confused","NO",0.116
"undecided","unsure","YES",0.116
"undecided","unknown","YES",0.048
"undecided","don't know","NO",0.041
"undecided","uncertain","NO",0.034
"undecided","undeclared","NO",0.027
"undecided","college","YES",0.02
"undecided","indecisive","NO",0.02
"undecided","not sure","NO",0.02
"undecided","choice","YES",0.014
"undecided","doubtful","NO",0.014
"undecided","future","YES",0.014
"undecided","know","YES",0.014
"undecided","lost","YES",0.014
"undecided","no","YES",0.014
"undecided","question","YES",0.014
"undecided","unclear","YES",0.014
"under","over","YES",0.48
"under","below","YES",0.128
"under","beneath","YES",0.074
"under","above","YES",0.068
"under","covers","NO",0.02
"under","world","YES",0.02
"under","australia","NO",0.014
"under","bed","YES",0.014
"under","bridge","YES",0.014
"under","construction","YES",0.014
"under","water","YES",0.014
"underground","railroad","YES",0.182
"underground","tunnel","YES",0.162
"underground","below","YES",0.068
"underground","dirt","YES",0.061
"underground","subway","YES",0.061
"underground","beneath","YES",0.054
"underground","basement","YES",0.047
"underground","dark","YES",0.034
"underground","digital","NO",0.027
"underground","music","YES",0.027
"underground","train","YES",0.02
"underground","above ground","NO",0.014
"underground","bottom","YES",0.014
"underground","cavern","YES",0.014
"underground","underneath","NO",0.014
"understand","comprehend","YES",0.311
"understand","confusion","YES",0.101
"understand","know","YES",0.101
"understand","knowledge","YES",0.047
"understand","misunderstand","NO",0.041
"understand","clear","YES",0.027
"understand","care","YES",0.02
"understand","compassion","YES",0.014
"understand","explain","YES",0.014
"understand","listen","YES",0.014
"understand","question","YES",0.014
"understand","smart","YES",0.014
"understanding","comprehend","YES",0.12
"understanding","knowledge","YES",0.113
"understanding","compassion","YES",0.06
"understanding","sympathetic","YES",0.053
"understanding","learning","YES",0.04
"understanding","misunderstanding","NO",0.033
"understanding","nice","YES",0.033
"understanding","kind","YES",0.027
"understanding","confuse","YES",0.02
"understanding","empathy","YES",0.02
"understanding","friend","YES",0.02
"understanding","mom","YES",0.02
"understanding","thought","YES",0.02
"understanding","dumb","YES",0.013
"understanding","listen","YES",0.013
"understanding","listener","NO",0.013
"understanding","love","YES",0.013
"understanding","me","YES",0.013
"understanding","reason","YES",0.013
"understanding","teacher","YES",0.013
"understanding","thoughtful","NO",0.013
"underwater","fish","YES",0.148
"underwater","scuba","YES",0.141
"underwater","drown","YES",0.087
"underwater","swim","YES",0.081
"underwater","sea","YES",0.067
"underwater","diving","YES",0.06
"underwater","ocean","YES",0.04
"underwater","breathe","YES",0.034
"underwater","submerge","NO",0.027
"underwater","basket weaving","NO",0.02
"underwater","diver","YES",0.02
"underwater","reef","YES",0.02
"underwater","air","YES",0.013
"underwater","apparatus","NO",0.013
"underwater","beneath","YES",0.013
"underwater","bubbles","NO",0.013
"underwater","camera","YES",0.013
"underwater","dive","YES",0.013
"underwater","wet","YES",0.013
"underwear","bra","YES",0.209
"underwear","panty","NO",0.108
"underwear","clothes","YES",0.101
"underwear","boxer","YES",0.058
"underwear","sock","YES",0.043
"underwear","white","YES",0.036
"underwear","bikini","NO",0.022
"underwear","bvd","NO",0.022
"underwear","lace","YES",0.022
"underwear","lingerie","YES",0.022
"underwear","sexy","YES",0.022
"underwear","undergarment","NO",0.022
"underwear","briefs","NO",0.014
"underwear","fruit of the loom","NO",0.014
"underwear","hanes","NO",0.014
"underwear","jockey","NO",0.014
"underwear","naked","NO",0.014
"underwear","outerwear","NO",0.014
"underwear","shorts","YES",0.014
"uneasy","nervous","YES",0.14
"uneasy","uncomfortable","YES",0.127
"uneasy","hard","YES",0.073
"uneasy","easy","YES",0.053
"uneasy","sick","YES",0.047
"uneasy","queasy","NO",0.04
"uneasy","scared","YES",0.04
"uneasy","anxious","YES",0.027
"uneasy","calm","YES",0.02
"uneasy","difficult","YES",0.02
"uneasy","feeling","YES",0.02
"uneasy","restless","NO",0.02
"uneasy","tense","YES",0.02
"uneasy","unsure","YES",0.02
"uneasy","upset","YES",0.02
"uneasy","uptight","YES",0.02
"uneasy","comfortable","YES",0.013
"uneasy","rough","YES",0.013
"uneasy","test","YES",0.013
"unemployment","job","YES",0.207
"unemployment","poor","YES",0.147
"unemployment","jobless","YES",0.1
"unemployment","line","YES",0.047
"unemployment","broke","YES",0.04
"unemployment","work","YES",0.04
"unemployment","money","YES",0.027
"unemployment","welfare","YES",0.027
"unemployment","employment","YES",0.02
"unemployment","fired","NO",0.02
"unemployment","homeless","YES",0.02
"unemployment","poverty","YES",0.02
"unemployment","bum","YES",0.013
"unemployment","me","YES",0.013
"unemployment","office","YES",0.013
"unemployment","starvation","NO",0.013
"unequal","equal","YES",0.296
"unequal","different","YES",0.086
"unequal","rights","YES",0.059
"unequal","unfair","YES",0.053
"unequal","separate","YES",0.033
"unequal","women","YES",0.026
"unequal","justice","YES",0.02
"unequal","racism","NO",0.02
"unequal","same","YES",0.02
"unequal","sugar","YES",0.02
"unequal","uneven","YES",0.02
"unequal","amount","YES",0.013
"unequal","balance","YES",0.013
"unequal","less","YES",0.013
"unequal","lopsided","NO",0.013
"unequal","not","YES",0.013
"unequal","superior","YES",0.013
"unequal","unbalanced","NO",0.013
"unequal","wrong","YES",0.013
"uneven","crooked","YES",0.143
"uneven","even","YES",0.136
"uneven","odd","YES",0.084
"uneven","unbalanced","NO",0.058
"uneven","lopsided","NO",0.045
"uneven","unequal","YES",0.045
"uneven","straight","YES",0.032
"uneven","unleveled","NO",0.032
"uneven","bars","NO",0.026
"uneven","bumpy","YES",0.026
"uneven","equal","YES",0.026
"uneven","level","YES",0.026
"uneven","balance","YES",0.019
"uneven","hair","YES",0.019
"uneven","line","YES",0.019
"uneven","number","YES",0.019
"uneven","rough","YES",0.019
"uneven","jagged","NO",0.013
"uneven","parallel","NO",0.013
"uneven","road","YES",0.013
"uneven","same","YES",0.013
"uneven","slant","NO",0.013
"unfair","fair","YES",0.233
"unfair","life","YES",0.067
"unfair","unjust","YES",0.067
"unfair","justice","YES",0.053
"unfair","mean","YES",0.053
"unfair","wrong","YES",0.053
"unfair","cheat","YES",0.04
"unfair","cruel","YES",0.033
"unfair","grade","YES",0.027
"unfair","bad","YES",0.02
"unfair","injustice","NO",0.02
"unfair","judge","YES",0.02
"unfair","prejudice","YES",0.013
"unfair","sad","YES",0.013
"unfair","treatment","YES",0.013
"unfair","unreasonable","NO",0.013
"unhappy","sad","YES",0.738
"unhappy","happy","YES",0.097
"unhappy","depressed","YES",0.041
"unhappy","tears","YES",0.021
"unhappy","worry","YES",0.021
"unicorn","horse","YES",0.392
"unicorn","horn","YES",0.115
"unicorn","fantasy","YES",0.108
"unicorn","myth","YES",0.054
"unicorn","mystical","NO",0.034
"unicorn","beautiful","YES",0.027
"unicorn","magic","YES",0.027
"unicorn","animal","YES",0.02
"unicorn","fairy tale","NO",0.02
"unicorn","imaginary","NO",0.02
"unicorn","legend","YES",0.02
"unicorn","white","YES",0.02
"unicorn","fiction","YES",0.014
"unicorn","pretty","YES",0.014
"unicorn","single","YES",0.014
"unicorn","unique","YES",0.014
"uniform","nurse","YES",0.119
"uniform","clothes","YES",0.063
"uniform","soldier","YES",0.063
"uniform","outfit","YES",0.056
"uniform","police","YES",0.056
"uniform","army","YES",0.048
"uniform","work","YES",0.048
"uniform","military","YES",0.032
"uniform","same","YES",0.032
"uniform","white","YES",0.032
"uniform","dress","YES",0.024
"uniform","alike","YES",0.016
"uniform","attire","YES",0.016
"uniform","business","YES",0.016
"uniform","cloth","YES",0.016
"uniform","coat","YES",0.016
"uniform","maid","YES",0.016
"uniform","service","YES",0.016
"uniform","suit","YES",0.016
"uniform","wear","YES",0.016
"union","together","YES",0.129
"union","group","YES",0.088
"union","worker","YES",0.054
"union","confederacy","NO",0.048
"union","join","YES",0.048
"union","labor","YES",0.027
"union","people","YES",0.027
"union","bank","YES",0.02
"union","credit","YES",0.02
"union","member","YES",0.02
"union","pacific","NO",0.02
"union","state","YES",0.02
"union","strike","YES",0.02
"union","unite","YES",0.02
"union","bay","YES",0.014
"union","blue","YES",0.014
"union","employee","YES",0.014
"union","family","YES",0.014
"union","job","YES",0.014
"union","marriage","YES",0.014
"union","north","YES",0.014
"union","school","YES",0.014
"union","soviet","NO",0.014
"union","teacher","YES",0.014
"union","trouble","YES",0.014
"union","work","YES",0.014
"unique","different","YES",0.182
"unique","one","YES",0.149
"unique","original","YES",0.081
"unique","special","YES",0.081
"unique","individual","YES",0.068
"unique","common","YES",0.041
"unique","me","YES",0.041
"unique","odd","YES",0.034
"unique","unusual","YES",0.034
"unique","rare","YES",0.02
"unique","alone","YES",0.014
"unique","only","NO",0.014
"unique","person","YES",0.014
"unique","talent","YES",0.014
"unique","weird","YES",0.014
"unit","one","YES",0.15
"unit","meter","YES",0.041
"unit","part","YES",0.041
"unit","piece","YES",0.041
"unit","clothes","YES",0.034
"unit","math","YES",0.034
"unit","measurement","YES",0.034
"unit","chapter","YES",0.027
"unit","circle","YES",0.027
"unit","section","YES",0.027
"unit","whole","YES",0.027
"unit","group","YES",0.02
"unit","single","YES",0.02
"unit","store","YES",0.02
"unit","digit","YES",0.014
"unit","hospital","YES",0.014
"unit","kitchen","YES",0.014
"unit","number","YES",0.014
"unit","price","YES",0.014
"unit","space","YES",0.014
"unit","square","YES",0.014
"unit","wall","YES",0.014
"unite","together","YES",0.486
"unite","join","YES",0.111
"unite","divide","YES",0.039
"unite","one","YES",0.033
"unite","marry","YES",0.028
"unite","tie","YES",0.028
"unite","marriage","YES",0.022
"unite","break","YES",0.017
"unite","love","YES",0.017
"unite","brotherhood","NO",0.011
"unite","combine","YES",0.011
"unite","liberty","YES",0.011
"unite","states","NO",0.011
"united","states","NO",0.5
"united","together","YES",0.125
"united","nations","NO",0.086
"united","kingdom","YES",0.053
"united","airlines","NO",0.033
"united","way","YES",0.02
"united","church","YES",0.013
"united","colors","NO",0.013
"united","joined","NO",0.013
"universe","world","YES",0.385
"universe","planet","YES",0.176
"universe","star","YES",0.095
"universe","space","YES",0.088
"universe","vast","YES",0.074
"universe","eternity","YES",0.034
"universe","cosmos","NO",0.02
"universe","sky","YES",0.02
"universe","everything","YES",0.014
"universe","milky way","NO",0.014
"university","school","YES",0.338
"university","college","YES",0.257
"university","learn","YES",0.047
"university","center","YES",0.041
"university","usf","NO",0.041
"university","education","YES",0.034
"university","class","YES",0.027
"university","study","YES",0.027
"university","degree","YES",0.014
"university","florida","YES",0.014
"university","fun","YES",0.014
"university","large","YES",0.014
"university","life","YES",0.014
"university","work","YES",0.014
"unjust","unfair","YES",0.24
"unjust","wrong","YES",0.178
"unjust","just","YES",0.075
"unjust","fair","YES",0.055
"unjust","bad","YES",0.021
"unjust","cruel","YES",0.021
"unjust","justice","YES",0.021
"unjust","law","YES",0.021
"unjust","cause","YES",0.014
"unjust","corrupt","YES",0.014
"unjust","court","YES",0.014
"unjust","government","YES",0.014
"unjust","jail","YES",0.014
"unjust","rule","YES",0.014
"unknown","known","YES",0.174
"unknown","mystery","YES",0.083
"unknown","question","YES",0.076
"unknown","anonymous","NO",0.038
"unknown","lost","YES",0.038
"unknown","mysterious","NO",0.03
"unknown","fear","YES",0.023
"unknown","scary","YES",0.023
"unknown","soldier","YES",0.023
"unknown","strange","YES",0.023
"unknown","dark","YES",0.015
"unknown","different","YES",0.015
"unknown","famous","YES",0.015
"unknown","foreign","YES",0.015
"unknown","infamous","NO",0.015
"unknown","not","YES",0.015
"unknown","secret","YES",0.015
"unknown","space","YES",0.015
"unknown","unidentified","NO",0.015
"unknown","unpopular","NO",0.015
"unknown","weird","YES",0.015
"unlawful","illegal","YES",0.168
"unlawful","entry","YES",0.107
"unlawful","wrong","YES",0.101
"unlawful","criminal","YES",0.087
"unlawful","crime","YES",0.074
"unlawful","lawful","YES",0.054
"unlawful","jail","YES",0.04
"unlawful","bad","YES",0.034
"unlawful","act","YES",0.02
"unlawful","law","YES",0.013
"unlawful","outlaw","YES",0.013
"unlawful","police","YES",0.013
"unlawful","prison","YES",0.013
"unlawful","thief","YES",0.013
"unload","load","YES",0.193
"unload","truck","YES",0.067
"unload","empty","YES",0.053
"unload","take","YES",0.047
"unload","unpack","NO",0.047
"unload","dump","YES",0.033
"unload","pack","YES",0.033
"unload","reload","NO",0.033
"unload","remove","YES",0.033
"unload","car","YES",0.027
"unload","release","YES",0.027
"unload","work","YES",0.027
"unload","carry","YES",0.02
"unload","move","YES",0.02
"unload","boxes","NO",0.013
"unload","furniture","YES",0.013
"unload","give","YES",0.013
"unload","heavy","YES",0.013
"unload","offload","NO",0.013
"unload","relieve","NO",0.013
"unload","rid","NO",0.013
"unnatural","fake","YES",0.224
"unnatural","natural","YES",0.158
"unnatural","strange","YES",0.053
"unnatural","weird","YES",0.046
"unnatural","abnormal","YES",0.033
"unnatural","acts","NO",0.02
"unnatural","aliens","NO",0.02
"unnatural","artificial","NO",0.02
"unnatural","awkward","YES",0.02
